OverallStatus,BriefSummary,Condition,HealthyVolunteers,DurationDays,InterventionType,Phase,Gender,DesignPrimaryPurpose,DesignInterventionModel,LocationCountry,DesignAllocation,EnrollmentCount,ArmNumber,AgeGroups,AdverseEffectsorDeath
Terminated,"This is a multicenter, randomized, evaluator-blinded, comparator-controlled study. Participants were to be randomized (1:1) to daptomycin or comparator, stratified by degree of renal impairment (creatinine clearance [CLcr] 30 - 50 milliliters per minute [mL/min] [moderate impairment] and <30 mL/min [severe impairment]) and by type of infection (bacteremia and complicated skin and skin structure infections [cSSSI]) to create 4 cohorts defined as follows:||Cohort 1: Bacteremia and CLcr <30 mL/min|Cohort 2: Bacteremia and CLcr 30 - 50 mL/min|Cohort 3: cSSSI and CLcr <30 mL/min|Cohort 4: cSSSI and CLcr 30 - 50 mL/min||Participants will be treated and evaluated for safety and microbiological and clinical efficacy in accordance with their type of infection and degree of renal impairment. Peak and trough samples will be collected to assess exposure to daptomycin for participants on Day 1 and following the 5th dose.",Complicated Skin and Skin Structure Infections|S. Aureus Bacteremia|Renal Impairment,No,785.0,Drug,Phase 4,All,Treatment,Parallel Assignment,United States,Randomized,92.0,3,elderly-adults,19.0
Terminated,"This randomized phase III trial studies 90-yttrium ibritumomab tiuxetan and combination chemotherapy compared with combination chemotherapy alone before stem cell transplant in treating patients with diffuse large b-cell non-Hodgkin lymphoma that has returned after a period of improvement. Radioactive substances linked to monoclonal antibodies, such as 90-yttrium ibritumomab tiuxetan, can bind to cancer cells and give off radiation which may help kill cancer cells. Drugs used in chemotherapy, such as carmustine, etoposide phosphate, cytarabine, and melphalan (BEAM), work in different ways to stop the growth of cancer cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. It is not yet known whether 90-yttrium ibritumomab tiuxetan and BEAM before a stem cell transplant are more effective than BEAM alone in treating patients with diffuse large b-cell non-Hodgkin lymphoma.",Recurrent Diffuse Large B-Cell Lymphoma|Refractory Diffuse Large B-Cell Lymphoma,No,639.0,"Biological,Drug,Procedure,Radiation",Phase 3,All,Treatment,Parallel Assignment,United States,Randomized,3.0,7,elderly-adults,0.0
Completed,The purpose of this study is to document the efficacy and safety of intrapleural instillation of Activase vs Placebo in the management of complicated pleural effusions and empyemas,Pleural Effusion Associated With Pulmonary Infection|Bacterial Pleural Effusion Other Than Tuberculosis,No,1948.0,Drug,Not Applicable,All,Treatment,Crossover Assignment,United States,Randomized,100.0,2,elderly-adults,1.0
Completed,"This is a phase II, proof of concept, randomized, double-blind, placebo-controlled study to evaluate the protective efficacy against TB disease, safety, and immunogenicity of MVA85A/AERAS-485 in healthy, HIV-infected adults.||This study consists of 650 adults subjects (ages 18-50 years of age inclusive) who will receive study vaccine or placebo at Study Day 0 and again 6-9 months later. Samples for real-time evaluation of immunogenicity were to be collected from 70 subjects (immunogenicity analysis set).",Tuberculosis|HIV Infections,No,1158.0,Biological,Phase 2,All,Prevention,Parallel Assignment,"South Africa,Senegal",Randomized,650.0,2,adults,34.0
Completed,"This was a Phase II, randomized, double-blind, placebo-controlled trial conducted at 1 site in South Africa. A total of 26 subjects were randomized 1:1 to receive 2 doses of either AERAS-402 at 3 x 10^10 vp (N=13) or placebo (N=13) on Study Days 0 and 28. Dose-escalation to a second group of 40 subjects was planned, but although no safety concerns were identified, the sponsor decided not to continue the study.",Tuberculosis|HIV Infections,No,882.0,Biological,Phase 2,All,Prevention,Parallel Assignment,South Africa,Randomized,26.0,2,adults,2.0
Completed,The aims of the phase 1b trial described here are to facilitate identification of assays and immune responses that could then be evaluated as correlates of risk and correlates of protection in efficacy studies and ultimately to provide leads for biomarkers of protection against tuberculosis. This study will complement one ongoing study (NCT02075203) evaluating the prevention of M. Tuberculosis infection using H4:IC31 (also known as AERAS-404).,Tuberculosis,Accept,588.0,Biological,Phase 1,All,Prevention,Parallel Assignment,South Africa,Randomized,84.0,4,childTeen,2.0
Completed,"To demonstrate that as adjunctive therapy to intravenous (IV) antibiotics, BAY 41-6551 400 mg (amikacin as free base) administered as an aerosol by the Pulmonary Drug Delivery System (PDDS) Clinical every 12 hours is safe and more effective than placebo (aerosolized normal saline) administered as an aerosol by the PDDS Clinical every 12 hours, in intubated and mechanically-ventilated patients with Gram-negative Pneumonia. The secondary endpoint objectives are to evaluate the superiority of aerosolized BAY 41-6551 versus aerosolized placebo in pneumonia-related mortality, the Early Clinical Response at Day 10, the days on ventilation, and the days in the intensive care unit (ICU).","Pneumonia, Bacterial",No,1455.0,Drug,Phase 3,All,Treatment,Parallel Assignment,"Turkey,Brazil,Czechia,Korea, Republic of,Mexico,Philippines,Taiwan,Australia,United States,Canada,Colombia,Thailand",Randomized,725.0,2,elderly-adults,369.0
Completed,"Randomized trial tests effectiveness of self-administered drug intake by empowered TB patients - supervised by a trained family member and supported by medical counseling and reminders - to improve treatment adherence and treatment success rates, and thereby forestall TB and MDR-TB epidemics.",Tuberculosis,No,426.0,"Other,Behavioral",Not Applicable,All,Other,Parallel Assignment,Armenia,Randomized,392.0,5,elderly-adults,6.0
Completed,"Tuberculosis (TB) disease is caused by bacteria that have infected the lung. TB bacteria are very small living agents that are spread by coughing and can be killed by taking TB drugs. To kill these TB bacteria TB patients have to take a combination of four drugs for 2 months and then two drugs for a further 4 months. During the first 2 months patients take rifampicin, isoniazid, ethambutol, and pyrazinamide. After that patients take only isoniazid and rifampicin for a further 4 months, making a total of 6 months therapy.||In A5307 the investigators wanted to test a new combination of drugs to see if the investigators could treat TB faster in the future.||Studies in animals have suggested that one of the four drugs, isoniazid, only works for a few days and may not be needed after the first two doses of TB treatment to kill the TB bacteria. After that its effects wear off to the point that it may even interfere with the other drugs. The investigators wanted to see if stopping isoniazid early, or using moxifloxacin, a different drug, instead could treat TB faster. This study was the first time that this type of regimen without isoniazid had been tested in humans. If the investigators could show that isoniazid stops working after a few days, the investigators could then try to see if they could possibly make a better tuberculosis treatment in the future.",Tuberculosis,No,225.0,Drug,Phase 2,All,Treatment,Parallel Assignment,South Africa,Randomized,69.0,5,elderly-adults,4.0
Completed,"The objective of this randomized, controlled trial is to determine if adding a protein-calorie supplement (PCS) to the standard treatments for tuberculosis (TB) and HIV will improve health outcomes. The investigators will enroll 180 HIV-positive women with newly diagnosed active TB and without prior anti-retroviral therapy (ART). At baseline, the investigators will conduct dietary interviews, measure body composition, randomize subjects to receive a PCS (plus micronutritional supplements [MNS]) or control (MNS only) for the 6-month duration of anti-TB therapy (ATT) plus an additional 2 mos (8 mos total). Subjects will be followed monthly and have CD4 counts at baseline, 2, 8 and 12 months. At 2 months (i.e., at the end of the 4 drug intensive phase of TB treatment and start of the 2 drug continuation phase), all subjects will be started on anti-retroviral therapy (ART) based on Tanzanian Ministry of Health guidelines (currently: AZT/3TC/efavirenz). The primary endpoint will be change in CD4 count after 8 months (i.e., at end of PCS/MNS intervention and 2 months after completion of ATT).",HIV|Tuberculosis,No,791.0,Dietary Supplement,Not Applicable,Female,Treatment,Parallel Assignment,Tanzania,Randomized,151.0,2,elderly-adults,0.0
Completed,The purpose of this study is to obtain additional data on efficacy and safety of Ergoferon in the treatment of viral intestinal infections in inpatient children.,Viral Intestinal Infection,No,1073.0,Drug,Phase 4,All,Treatment,Parallel Assignment,"Uzbekistan,Russian Federation",Randomized,259.0,2,childTeen-infants,2.0
Completed,"The purpose of this study is to determine whether one or two four-month regimens of tuberculosis treatment are as effective as a standard six-month regimen for treatment of pulmonary tuberculosis (TB). All three regimens are administered daily, seven days each week, with direct observation of each dose by a health-care worker at least five of the seven days of each week.||The standard six-month regimen is two months of isoniazid, rifampin, ethambutol, and pyrazinamide followed by four months of isoniazid and rifampin.||The first short regimen is a single substitution of rifapentine for rifampin: two months of isoniazid, rifapentine, ethambutol, and pyrazinamide, followed by two months of isoniazid and rifapentine.||The second short regimen is a double substitution of rifapentine for rifampin and moxifloxacin for ethambutol: two months of isoniazid, rifapentine, moxifloxacin, and pyrazinamide, followed by two months of isoniazid, rifapentine, and moxifloxacin.||Target enrollment is 2500 participants. Each study participant will remain in the study for 18 months in order to include at least 12 months of evaluation of whether the participant's TB recurs.",Tuberculosis,No,1923.0,Drug,Phase 3,All,Treatment,Parallel Assignment,"Peru,Zimbabwe,Brazil,India,Uganda,Haiti,Vietnam,Malawi,United States,China,Kenya,South Africa,Thailand",Randomized,2516.0,3,elderly-childTeen,168.0
